Name,Meaning,Gender,Origin,Lucky #,Religion,Short Name,Name Length
Muhammad,"Appreciated, Name Of The Last Prophet Of Allah (SWT)
",Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
Latafat,"Softening,Good Holiness",Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Mohsin,"Gentle, Humanitarian, Benefactor, doer of good deeds",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Mehar,Courtesy of God,Boy,Punjabi,2,Muslim,YES,5 Letters and 1 Word
Mahir,Skilled,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Mustafa,"Chosen, One Of Prophet Mohammed'S Names",Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Mudassar,"Enveloped in Garments, Wrapped in, Dressed",Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Mateen,"Strong, serious",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Mubeen,"Bright,Appearer ",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Mohammad,"Praiseworthy Glorified, Mohammad - Founder Of The Islamic Religion, Many Names And Variants Used For Mohammad",Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
Mukhlis,"Sincere, Frank",Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Meraj,"Ladder, Status the rise",Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Mane,"Thinker, Thoughtful One, Great",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Meerab,"Water Surveillant, Water Master, Paradise Flower",Boy,Urdu,1,Muslim,YES,6 Letters and 1 Word
Mahin,Greatest,Boy,Persian,4,Muslim,YES,5 Letters and 1 Word
Mehtab,The Moon,Boy,Persian,7,Muslim,YES,6 Letters and 1 Word
Mehdi,"Guided To The Right Path, Rightly Guided",Boy,Shia,5,Muslim,YES,5 Letters and 1 Word
Mehrab,A Character In Shahnameh,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Mehram,Close Friend,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Muntasir,"Victorious, Triumphant",Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Omar,"Long-lived,Elevated,follower Of The Prophet,",Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Orhan,"Meek in spirit or manner,",Boy,Turkish,2,Muslim,YES,5 Letters and 1 Word
Ozan,A bard; a story teller and a composer,Boy,Turkish,2,Muslim,YES,4 Letters and 1 Word
Owais,"Fearless, Experienced Person, Companion of Prophet",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Omair,In Muslim meaning is : Problem solver,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Omer,First Son,Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Othman,In german meaning is : Wealthy,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Omari,"Flourishing, Thriving",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Okan,"A person of a noble form, Or have decent and noble looks,",Boy,Turkish,4,Muslim,YES,4 Letters and 1 Word
Oguz,"Means most valuable, priceless, treasurable person",Boy,Turkish,4,Muslim,YES,4 Letters and 1 Word
Osmar,In American meaning is : Divinely glorious,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Osman,In American meaning is : Servant of God,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Ozge,A unique and different individual,Boy,Turkish,6,Muslim,YES,4 Letters and 1 Word
Omri,"In biblical meaning is : Sheaf of corn,",Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Omid,Hopeful,Boy,Irani,1,Muslim,YES,4 Letters and 1 Word
Omeir,In Muslim meaning is : Long living,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Omran,Solid Structure,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Onur,Righteousness or decency or integrity or morality,Boy,Turkish,2,Muslim,YES,4 Letters and 1 Word
Ossama,One Of The Names Of The Lion,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Osama,Adopter,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Omeed,Hope,Boy,Persian,1,Muslim,YES,5 Letters and 1 Word
Otar,"Pasture, meadow",Boy,Turkish,5,Muslim,YES,4 Letters and 1 Word
Omero,"In greek meaning is : Security,pledge, ",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Orang,"Wisdom, Understanding",Boy,Persian,7,Muslim,YES,5 Letters and 1 Word
Noman,"Blood, Advice Counselor, Men With Blessings Of Allah",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Olcay,"Champion, conqueror, leader, victor,",Boy,Turkish,2,Muslim,YES,5 Letters and 1 Word
Nadeem,"Variant Of Nadim: Companion, Confidant, Friend, Repentant, Regretful",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Nihal,"Romantic, Joyful, Newly Planted tree, young tree",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Naeem,"Comfort, Ease, Tranquil,",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Nusrat,"Aid, assistance, victory, Help",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nabeel,"Noble, honorable, highborn, distinguished, intelligent, dexterous",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nasir,"Protector, Granting Victory,",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Naveed,"Good tiding, Good News, Glad tidings",Boy,Persian,7,Muslim,YES,6 Letters and 1 Word
Nawaz,"One who caresses, cherishes, soothes, generous",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Noor,"Light ,The Divine Light, Radiance",Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Nabi,"Another Name For Prophet Muhammad, Messenger",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Nazim,"Organizer, governor, arranger, adjuster, administrator",Boy,Arabic,10,Muslim,YES,5 Letters and 1 Word
Nahid,"Elevated, Venus, the planet",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Nishat,"Bringer of happiness, Liveliness, Energy",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Numan,"Blood, red, old Arabic name",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Naim,"Comfort, Ease, Tranquil",Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Noshad,"Happy, rejoice",Boy,Persian,1,Muslim,YES,6 Letters and 1 Word
Nisar,charity,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Naaz,"Variant Of Naz: Pride, Delicacy",Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Nafees,"Precious, Exquisite,",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Niyaz,"Desire, Offering",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Noori,"Variant Of Nuri: Shining, Light,",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Naseem,"Fresh Air, Breeze,",Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Nawazish,"Caress, Kindness,",Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Nafis,"Precious, Exquisite",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Musa,"Saved, Savior, Newborn, Save by the Water",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Momin,One Who Believes In God,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Mazhar,"Appearance, Figure, Countenance, Demeanor",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Murat,Wish come true,Boy,Turkish,2,Muslim,YES,5 Letters and 1 Word
Muzammel,"One Who Is Enwrapped In Garments, Al-Muzzammil: Title Of The 73rd Sura Of The Quran",Boy,Arabic,9,Muslim,NO,8 Letters and 1 Word
Murtaza,"Chosen, Selected, Attainer Of The Pleasure Of Allah",Boy,Shia,1,Muslim,NO,7 Letters and 1 Word
Nur,Light,Boy,Arabic,4,Muslim,YES,3 Letters and 1 Word
Muneeb,The Right Side Prny,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Omarr,In american meaning is : Highest; follower of the Prophet,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Ommar,First Son,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Ozanich,Bard,Boy,Turkish,6,Muslim,NO,7 Letters and 1 Word
Osmanek,One with an expressive and vibrant nature; chief,Boy,Turkish,5,Muslim,NO,7 Letters and 1 Word
Osmen,One who is born to show the right path,Boy,Turkish,4,Muslim,YES,5 Letters and 1 Word
Nizam,"Administration,",Boy,Arabic,10,Muslim,YES,5 Letters and 1 Word
Nadir,"Dear, Rare, Precious",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Pawan,"Breeze, Wind, Air",Boy,Sindhi,4,Muslim,YES,5 Letters and 1 Word
Parsa,"Pure, Chaste,devout, Holy, Persian",Boy,Persian,3,Muslim,YES,5 Letters and 1 Word
Pasha,A Lord,Boy,Turkish,7,Muslim,YES,5 Letters and 1 Word
Nazish,Proud,Boy,Persian,7,Muslim,YES,6 Letters and 1 Word
Payam,Message,Boy,Persian,8,Muslim,YES,5 Letters and 1 Word
Parvaiz,Commendable,Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Peer,"Leader, Old,",Boy,Persian,5,Muslim,YES,4 Letters and 1 Word
Pawar,"eternity, chronic",Boy,Persian,3,Muslim,YES,5 Letters and 1 Word
Pouya,"To Search, Searcher",Boy,Persian,1,Muslim,YES,5 Letters and 1 Word
Nazeer,"Warner, Cautioner, Portent, Harbinger",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Pasban,Protector,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Pak,"Clean, Touchstone",Boy,Urdu,3,Muslim,YES,3 Letters and 1 Word
Painda,Persevering,Boy,Persian,8,Muslim,YES,6 Letters and 1 Word
Panda,Wisdom; Knowledge; Learning,Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Pir,"Leader, Old",Boy,Arabic,5,Muslim,YES,3 Letters and 1 Word
Paiman,"Designation, promise",Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Paris,"The French Capital,",Boy,Persian,2,Muslim,YES,5 Letters and 1 Word
Papa,Lord Shiva,Boy,Urdu,6,Muslim,YES,4 Letters and 1 Word
Parviz,Lucky man,Boy,Irani,9,Muslim,YES,6 Letters and 1 Word
Parham,Abraham,Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Pamer,Persevering,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Peyman,Promise,Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Parman,Umang,Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Parwan,Commencement,Boy,Persian,7,Muslim,YES,6 Letters and 1 Word
Pejman,"Desire, Wish",Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Payan,Kunar,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Pagah,"Military, army",Boy,Persian,2,Muslim,YES,5 Letters and 1 Word
Pabest,Strong and stable,Boy,Persian,6,Muslim,YES,6 Letters and 1 Word
Peroz,Successful victorious,Boy,Persian,9,Muslim,YES,5 Letters and 1 Word
Qasim,"Giver, Generous, Handsome",Boy,Shia,3,Muslim,YES,5 Letters and 1 Word
Qaiser,"Emperor, Caesar",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Pedram,Successful In Life,Boy,Persian,3,Muslim,YES,6 Letters and 1 Word
Qais,"Lover,",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Pirooz,"Victorious, Also A Character In Shahnameh",Boy,Persian,9,Muslim,YES,6 Letters and 1 Word
Qamar,Moon,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Qalandar,Free man,Boy,Urdu,6,Muslim,NO,8 Letters and 1 Word
Qutub,"Variant Of Qutb: Pivot, Pole, Axis, Celebrity",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Qaisar,"King, Emperor, Ruler, Monarch",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Qurban,"Martyr, Sacrificed",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Qureshi,attributed to the the Quraysh tribe,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Qadir,"Capable, Competent",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Qazi,Justicer ,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Qahar,beautiful names of Allah culinary,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Qasid,"Messenger,",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Qadeer,"Extremely Capable, Competent, Able, Powerful",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Quaid,Leader,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Qamber,Hazrat Ali one slave,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Qasir,helpless poetic pseudonym,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Qari,"Reader, Reciter",Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Qusay,"In Sindhi meaning is : Distant,",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Qays,Firm,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Qudrat,"Faculty, Power, Nature,",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Qulzam,The Depth,Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Qavi,powerful,Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Qarar,"Rest, Firmness",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Qatadah,A Hardwood Tree,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Qarib,Another Name For God Proximity Poetic Meter,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Qaim,"Standing, strong",Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Qabil,"Acceptor, Next, Able",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Qayam,Dwell,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Farhan,"Happiness, Laughter, Happy, Cheerful Boy",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Fahad,"Panther, Leopard, Strong, Fast",Boy,Persian,8,Muslim,YES,5 Letters and 1 Word
Faizan,"Great Beneficence, Charity, Favor, Graceful Man",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Faiz,"Victorious, Conquering, Triumphant",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Faraz,Elevation,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
George,In American meaning is : Farmer,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Ghufran,Mercy Forgiveness Another Name For God,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Gulzar,From the garden of roses,Boy,Irani,6,Muslim,YES,6 Letters and 1 Word
Ghazi,Conqueror,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Gulshan,Garden of flowers,Boy,Sindhi,4,Muslim,NO,7 Letters and 1 Word
Gulfam,Rose Faced,Boy,Persian,9,Muslim,YES,6 Letters and 1 Word
Faisal,"Decisive, Judge, Authority, Arbitrator",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Ghalib,Victorious,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Faris,"Perspicacity, Also A Horseman Or Knight",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Falak,The Sky,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Farooq,One Who Can Tell Right From Wrong,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Fardeen,Radiant,Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Gilani,Resident Of Gilan,Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Furqan,"Evidence, Proof, Distinction Between Truth And False",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghulam,"Slave, Servant,",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Fayaz,Open To Spend,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Fahim,"Intelligent, Scholar",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Fazal,"Excellence, Superiority, Reward, Grace",Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Feroz,Shinning,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Faliq,Creator,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Faheem,"Intelligent, Judicious,",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Fazil,Talented Expert Intelligent Wise,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Farman,"Decree, Edict",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Fida,"Sacrifice,",Boy,Arabic,4,Muslim,YES,4 Letters and 1 Word
Ghaus,"Cry For Help, Defender",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Ghani,The Title Of The Third Khalifah Of Islam Hazrat Usman,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Ghadeer,Lake,Boy,Urdu,8,Muslim,NO,7 Letters and 1 Word
Ghazanfar,"brave,Lion",Boy,Arabic,6,Muslim,NO,9 Letters and 1 Word
Gadi,God Is My Fortune,Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Ghaffar,"Most Forgiving, Merciful",Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Gul,"Rose, Flower,",Boy,Persian,5,Muslim,YES,3 Letters and 1 Word
Ghiyasuddin,Helper Of Religion,Boy,Arabic,5,Muslim,NO,11 Letters and 1 Word
Fawad,Heart,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Ghali,Expensive (Kiswahili),Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Ghaus-i-azam,Great Helper,Boy,Arabic,6,Muslim,NO,12 Letters and 1 Word
Gohar Tab,Who Shine Like Pearls,Boy,Urdu,4,Muslim,NO,9 Letters and 2 Word
Gill,Pledge-Bright,Boy,Urdu,5,Muslim,YES,4 Letters and 1 Word
Ghayur,Zealous Eager High Minded Another Name For God,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Ghafoor,"To Forgive, Forgiving, Most Forgiving, Merciful",Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Ghiyas,One Who Ask For Help Another Name For God,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ghazal,"Lyric Poem, Love Poetry",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Ghazan,Holy War Fighter,Boy,Pashto,6,Muslim,YES,6 Letters and 1 Word
Ghaalib,"Variant Of Ghalib: Conqueror, Victor, Dominant",Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Gulraiz,"Gardener, one who takes care of the garden",Boy,Afghani,6,Muslim,NO,7 Letters and 1 Word
Ghanimat,Reward,Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Ghaith,In Sindhi meaning is : Rain,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Farhad,"Helper, Filled With Happiness, A Character In Shahnameh
",Boy,Persian,2,Muslim,YES,6 Letters and 1 Word
Fateh,Conquest; Triumph,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Faiq,"Superior, Excellent",Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Farid,"Without Rival, One Of A Kind",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Aamir,"Civilized, Amply Settled, Prosperous, Full of life",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Falah,Success,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Farouk,"Discerning Truth From Falsehood,",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Fuzail,"Excellence, Reward, Grace, Favor",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Abu-Turab,"Clay’s Father, An Attributive Of Caliph Ali",Boy,Arabic,8,Muslim,NO,9 Letters and 1 Word
Ammar,"Long-Lived, God-Fearing, Pious",Boy,Shia,5,Muslim,YES,5 Letters and 1 Word
Arshan,"Strong And Brave Man, A Character In Shahnameh (Kavous' Brother)",Boy,Persian,2,Muslim,YES,6 Letters and 1 Word
Fawaz,"Successful,",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Arshad,"Better Guided, Honest, Most Rightly Guided, Most Reasonable",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Atif,"The kind One, Kind Hearted, Compassionate",Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Abir,Aroma; Strong,Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Azhaan,"Geniuses, Intellects, Wits, Abilities",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Ahnaf,"The straight path, worshiper of Allah",Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Abeer,"Scent, Perfume, Fragrance",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Ayman,Lucky,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Ahsan,"The Best Of All, Better, Superior,",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Fazle Rabbi,"Bounty of my Lord,",Boy,Urdu,6,Muslim,NO,11 Letters and 2 Word
Arab,"Wish, Desire",Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Rehan,"Scented, Fragrance, A Fragrant Plant",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Rayan,"Soft touch, Fresh, paradise gate",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Rohaan,"As Pure Spirit, Spiritual, Kindhearted, Compassionate ",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Rayyan,"Door Of Heaven, Beautifier, Luxuriant, Plentiful",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Rizwan,"Acceptance, Good Will, Name Of The Keeper Of The Gates Of Heaven",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Saad,"Felicity, Good Fortune, Good Luck,",Boy,Arabic,8,Muslim,YES,4 Letters and 1 Word
Shayan,"Worthy, Deserving, Meriting",Boy,Persian,2,Muslim,YES,6 Letters and 1 Word
Sahil,"Riverbank, Coast, Shore, Guide, Leader",Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Salman,"Companion, Especially Of Prophet Muhammad
",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Ashar,"Wise, Prudent, One Who Has Wisdom, Liveliness",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Abbas,"Lion, Stern, Serious Grim-Faced",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Adan,"Paradise, Heaven, Garden Of A Heaven ",Boy,Urdu,7,Muslim,YES,4 Letters and 1 Word
Sufian,"Fast Moving, Light, Nimble, Companion Of Prophet",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Arafat,Mount Of Recognition,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Ahtisham,"Glory, honor, greatness",Boy,Arabic,3,Muslim,NO,8 Letters and 1 Word
Aban,"Clear, Eloquent, Lucid, Distinct",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Aabid,"Worshiper, One Who Worship Allah, God Knows",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Ameen,Trustworthy,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Arslan,"Lion, Brave Man, Warrior In Afghan",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Aasim,"Shield, Protector, Guardian, Rescuer",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Aqib,"Final, Successor, Following, Subsequent",Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Aftab,The Sun,Boy,Persian,6,Muslim,YES,5 Letters and 1 Word
Alam,The Whole World,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Aaqib,In Sindhi meaning is : Follower,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Adil,Justice,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Rahul,In american meaning is : Efficient,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Abid,God'S Worshipper; God Knows,Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Amaan,"Variant Of Aman: Protection, Without Fear",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Rakib,"Servant of the Observer, servant of Allah, controller, supervisor",Boy,Urdu,5,Muslim,YES,5 Letters and 1 Word
Roshan,"Shinning, Light, Brightness, Clear",Boy,Urdu,8,Muslim,YES,6 Letters and 1 Word
Rafay,"The Exalter, To Elevate Rank, Glorifier",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Raheel,"One who shows the way, Fearless, Brave, to leave",Boy,Hebrew,6,Muslim,YES,6 Letters and 1 Word
Raqeeb,"Rival, Competitor, contender, Challenger",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Rashid,"Rightly guided, Having the true faith, wise, judicious",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Rahman,"Gracious, Compassionate, 'An attributive name of Allah(SWT), Kind, Merciful",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Raza,"Contentment, Satisfaction, Acceptance",Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Riaz,"Meadow, Garden, land with beautiful grass and flowers",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Rahi,"Spring,",Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Richard,In American meaning is : Rich and powerful ruler,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Rahim,Compassionate,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Raihan,Sweet Basil,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Rayhan,"Good Scent, Fragrance, Fragranced Herb",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Ramzan,To Alive,Boy,Urdu,2,Muslim,YES,6 Letters and 1 Word
Raees,"Rich, Wealthy, Chief,",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Rana,"Glittering object, Noticeable",Boy,Punjabi,9,Muslim,YES,4 Letters and 1 Word
Ranjha,Lover,Boy,Persian,3,Muslim,YES,6 Letters and 1 Word
Rafiq,"Kind, Friend",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Rabbi,"Gentle Wind,",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Sameer,"Jovial, Beneficial, Entertaining Companion, Good Friend ",Boy,Persian,3,Muslim,YES,6 Letters and 1 Word
Rizvi,Imam QUOAD,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Shoaib,"Who Shows The Right Path, A Guide, Name Of Prophet",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Shahzaib,"Crown Of A King, Like A King",Boy,Urdu,1,Muslim,NO,8 Letters and 1 Word
Sarfaraz,"King, Respected, Blessed, Dignified, Having Honor",Boy,Arabic,8,Muslim,NO,8 Letters and 1 Word
Sarim,"Brave, Courageous, Sharp Sword",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Sohail,"Shining Star, Gentle, Ease",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Rohan,"Ascending, Healing, Medicine, Red-haired",Boy,Sindhi,4,Muslim,YES,5 Letters and 1 Word
Sajid,"One Who Prostrates, One Who Is A Devout Worshiper Of Allah, ",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Safwan,"Rock, Bright, Pure, Cloudless Day",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Saif,"Sword, Sabre, symbolic Of Liberty and Strength",Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
