Name,Meaning,Reference,Gender,Origin,Lucky #,Religion,Short Name,Name Length,Personalities
Inshirah,"Relief, relaxation, cheer",,Girl,Urdu,10,Muslim,NO,8 Letters and 1 Word,
Iraj,A Character In Shahnameh,,Girl,Persian,6,Muslim,YES,4 Letters and 1 Word,
Ibtisam,Smile,,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Ismat,Safe-Guarding,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Isma,Safeguarding,,Girl,Urdu,1,Muslim,YES,4 Letters and 1 Word,
Izma,"Higher poistion, Esteemed previledge & honour",,Girl,Urdu,2,Muslim,YES,4 Letters and 1 Word,
Iffah,"In Sindhi meaning is : Purity, modesty,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Iffat,Virtue( Swahili origin ),,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Irem,A Garden in Heaven,,Girl,Urdu,6,Muslim,YES,4 Letters and 1 Word,
Maira,"Favorable, Admirable, light, swift, fast-moving",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,Maira Khan
Ishal,"Heaven's flower
",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Muntaha,"The Utmost, Highest Degree, High Status",,Girl,Shia,10,Muslim,NO,7 Letters and 1 Word,
Mahira,"Expert, skilled, talented, accomplished, adept",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,Mahira Khan
Mahnoor,"Light, Radiance, Moon, Moonlight
",,Girl,Urdu,5,Muslim,NO,7 Letters and 1 Word,Mahnoor Baloch
Maryam,"Virgin, Figurative, Pious, Devout, Chaste",Mother of Prophet Essa (A.S),Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,"Maryam Bint Imran, Maryam Nawaz, Maryam Aurangzeb"
Maria,"The star of the sea, kind of bird, Bitter, sea of bitterness",Wife Of Prophet Muhammad (P.B.U. H),Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,"Maria al-Qibtiyya, Maria Wasti"
Muskan,"Smile, Happy, Laughter",,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Maheen,"Greatest, Fine, Feeble",,Girl,Arabic,6,Muslim,YES,6 Letters and 1 Word,
Mehwish,"Moon, Beautiful, Pretty, Moon Face",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,Mehwish Hayat
Manahil,"fountain, spring, Spring of fresh water",,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Madiha,Worthy of praise( Swahili origin ),,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,"Madiha Imam, Madiha Shah, Madiha Naqvi"
Maham,"Full Moon, Moon light, Wife of mughal emperor Zahir",Wife Of Mughal Emperor Zahir,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,Maham Amir
Minahil,"Fountain, Spring, Spring Of Fresh Water",,Girl,Urdu,9,Muslim,NO,7 Letters and 1 Word,
Mishal,"Light, Radiance, Bright Flame",,Girl,Persian,8,Muslim,YES,6 Letters and 1 Word,
Minha,"A Blessing From Allah, Gift From Allah, Grant",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Mahek,"Fragrance, PERFUME, Scent, Aroma",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Manal,"Attainment, Achievement",,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,Manal Khan
Manha,Gift of Allah,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Mariam,"Bitter, Wished For Child, Our Lady, Virtuous, Pious, God-Fearing, Devoted To God",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Mirha,"Light Of Allah, Nimble, Agile",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,"Mahira Khan, "
Naira,"radiant, brilliant, full of light",,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Neha,"Loving, Affectionate, Rain",,Girl,Urdu,3,Muslim,YES,4 Letters and 1 Word,
Mahreen,"Moon, Beautiful",,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Noor,"Light, Gleaming, Illumines, Shining",,Girl,Arabic,4,Muslim,YES,4 Letters and 1 Word,
Namar,Name Of A Mountain,,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Nazia,"A Woman Of Whom You Can Be Proud, To Be Proud",,Girl,Persian,1,Muslim,YES,5 Letters and 1 Word,
Nida,"Call, Sound, Voice, Call To Prayer",,Girl,Arabic,1,Muslim,YES,4 Letters and 1 Word,
Nisha,"Courage, Spirit",,Girl,Punjabi,9,Muslim,YES,5 Letters and 1 Word,
Nusaiba,"Diminutive of Nasiba, noble,",,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Namra,The name of a famous mosque,,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Kiara,"Little black one, Dusky, Dark haired",,Girl,Sindhi,5,Muslim,YES,5 Letters and 1 Word,
Neelam,"Blue Gem, Precious Stone,",,Girl,Persian,4,Muslim,YES,6 Letters and 1 Word,
Nargis,"Narcissus, Flower,",,Girl,Persian,6,Muslim,YES,6 Letters and 1 Word,
Kainaat,"All Being, All Creations, The Creation, Universe",,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Khadija,The Name Of Holy Prophet (PBUH)'s First Wife Khadijah-tul-Kubra (RA),Wife of Prophet Muhammad (P.B.U. H),Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,"Khadijah bint Khuwaylid (A.S), "
Kashaf,"Revelation, Manifestation, Divination, Miracle",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Kinza,"Hidden Treasure, Precious, Intelligent, Wise",,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Khatun,"Lady, Noble Woman,",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Komal,"Beautiful, Soft, Flawless, Delicate",,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Kiran,"Ray,",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Kausar,In Pashtun meaning is : Lake of paradise,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Khushbu,"Fragrance, scent,",,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Kubra,"Great, Senior, Supreme, Superior",,Girl,Shia,4,Muslim,YES,5 Letters and 1 Word,
Mimi,I am( Swahili origin ),,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Maha,Wild Cow,,Girl,Arabic,2,Muslim,YES,4 Letters and 1 Word,
Miral,"Gazelle, Doe, A Female Deer",,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Mariya,"Beloved,",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Mysha,Happy for entire life,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Michelle,In American meaning is : Who is like God,,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Musfirah,Bright face,,Girl,Urdu,1,Muslim,NO,8 Letters and 1 Word,
Nasreen,"Jonquille, Jonquil,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Nabila,"Highborn,",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Nusrat,"Victory, Help",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Naila,Attainer,,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Naima,"Soft, Gentle, Blessed, Tranquility",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Mahjabin,"Forehead, Moon,",,Girl,Arabic,2,Muslim,NO,8 Letters and 1 Word,
Melek,"Angel,",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Nafisa,"Precious, Delicate, Gem,",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Nadia,"Caller, Announcer, Moist, Tender, Delicate",,Girl,Persian,7,Muslim,YES,5 Letters and 1 Word,
Nayab,"Rare, Precious,",,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Nikhat,"Smell, Flavor,",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Noor ul Ain,Eyesight,,Girl,Urdu,3,Muslim,NO,11 Letters and 3 Word,
Nabiha,Respectable,,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Namira,Tidy woman,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Nawal,Gift,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Nazli,Nicety,,Girl,Persian,8,Muslim,YES,5 Letters and 1 Word,
Kiswa,Cover of Kaba,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Kaina,Living In The Present,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Khurshid,The Sun,,Girl,Arabic,4,Muslim,NO,8 Letters and 1 Word,
Kenza,treasure,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Khadeeja,"Variant Of Khadijah: Premature Daughter, First Wife Of Prophet Muhammad,",,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Kamila,"Complete, Perfect,",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Kaneez,Slave,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Khansa,Old Arabic name,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Kanwal,Water Lily,,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Karima,Generous,,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Nilofar,"Lotus, Water Lily,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Nigar,"Beloved image, picture",,Girl,Persian,1,Muslim,YES,5 Letters and 1 Word,
Najma,"Star Precious,",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Kashifa,"Reveler Of Secrets,",,Girl,Arabic,8,Muslim,NO,7 Letters and 1 Word,
Naina,Eyes,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Nora,Bright torch,,Girl,Persian,5,Muslim,YES,4 Letters and 1 Word,
Khalwat,"Solitude,",,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Parveen,"Variant Of Parvin: Pleiades, Cluster Of Stars,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Poonam,Full Moon,,Girl,Sindhi,8,Muslim,YES,6 Letters and 1 Word,
Paras,Touchstone,,Girl,Persian,2,Muslim,YES,5 Letters and 1 Word,
Parvin,"Pleiades, Cluster Of Stars,",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Palwasha,"Light Ray of Moon,",,Girl,Urdu,3,Muslim,NO,8 Letters and 1 Word,
Pakiza,Virtuous,,Girl,Persian,7,Muslim,YES,6 Letters and 1 Word,
Paro,Elderly woman,,Girl,Persian,2,Muslim,YES,4 Letters and 1 Word,
Parishey,"Fairy face, beautiful, pretty, innocent",,Girl,Arabic,9,Muslim,NO,8 Letters and 1 Word,
Parisa,Fairy like,,Girl,Irani,7,Muslim,YES,6 Letters and 1 Word,
Kohinoor,Mountain Of Light,,Girl,Arabic,6,Muslim,NO,8 Letters and 1 Word,
Kabira,"Elder, Big",,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Kalsoom,Name of prophet Muhammad PBUH,,Girl,Urdu,2,Muslim,NO,7 Letters and 1 Word,
Khadijah,Early Baby Or Premature Baby,,Girl,Arabic,1,Muslim,NO,8 Letters and 1 Word,
Khirad,"Intellect, Samajh, Aqal, Danish",,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Khalida,"Immortal, Deathless,",,Girl,Arabic,1,Muslim,NO,7 Letters and 1 Word,
Khola,"Idea, Able, the Prophet's aunt",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Pari,Fairy,,Girl,Persian,5,Muslim,YES,4 Letters and 1 Word,
Para,A Metal Mercury Or Mercurial,,Girl,Urdu,1,Muslim,YES,4 Letters and 1 Word,
Parizad,Of divine origin,,Girl,Urdu,1,Muslim,NO,7 Letters and 1 Word,
Pareesa,Like A Fairy,,Girl,Persian,3,Muslim,NO,7 Letters and 1 Word,
Purnoor,"Filled with light, very bright",,Girl,Persian,8,Muslim,NO,7 Letters and 1 Word,
Pola,In Polish meaning is : Small,,Girl,Arabic,6,Muslim,YES,4 Letters and 1 Word,
Pashmina,Woollen type of cloth,,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Parihan,"A Fairy,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Pat,"Lady,",,Girl,Arabic,6,Muslim,YES,3 Letters and 1 Word,
Pukhraj,Topaz,,Girl,Urdu,8,Muslim,NO,7 Letters and 1 Word,
Perveen,"Pleiades, Blue-White Star Known as Pleione, Names of Stars",,Girl,Persian,7,Muslim,NO,7 Letters and 1 Word,"Parveen Shakir, Parveen babi
"
Palin,"Innocent, small",,Girl,Latin,3,Muslim,YES,5 Letters and 1 Word,
Paila,Wearing Anklets,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Omnia,"It's A Latin Plural Of ""All""",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Oma,"Leader, Giver Of Life, Commanding",,Girl,Arabic,6,Muslim,YES,3 Letters and 1 Word,
Ozge,A unique and different individual,,Girl,Turkish,6,Muslim,YES,4 Letters and 1 Word,
Patasa,"Sort of Candy,",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Pharsa,The Horse Riding,,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Omera,"One who posses an inspiring and great personality, enjoys having a positive attitude",,Girl,Urdu,7,Muslim,YES,5 Letters and 1 Word,
Panra,Leaf,,Girl,Pashto,2,Muslim,YES,5 Letters and 1 Word,
Pak Daman,Pious,,Girl,Urdu,8,Muslim,NO,9 Letters and 2 Word,
Parastoo,A Bird (Swallow),,Girl,Persian,3,Muslim,NO,8 Letters and 1 Word,
Pinar,A fountain or a spring of water,,Girl,Turkish,1,Muslim,YES,5 Letters and 1 Word,
Pari Gul,Flower Row,,Girl,Urdu,1,Muslim,NO,8 Letters and 2 Word,
Olya,"Holy,",,Girl,Persian,1,Muslim,YES,4 Letters and 1 Word,
Parvaneh,Butterfly,,Girl,Persian,3,Muslim,NO,8 Letters and 1 Word,
Omid,Hope,,Girl,Persian,1,Muslim,YES,4 Letters and 1 Word,
Ozza,"A baby fawn, young female",,Girl,Urdu,8,Muslim,YES,4 Letters and 1 Word,
Jannat,"Heaven, Paradise , Something that gives you great pleasure",,Girl,Balochi,3,Muslim,YES,6 Letters and 1 Word,
Jasmine,In American meaning is : Fragrant flower,,Girl,Arabic,2,Muslim,NO,7 Letters and 1 Word,
Jawaria,"Happiness Spreader, Girl Who Spread Happiness, Blessed Female",,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Jahan,"Variant Of Jehan: The World,",,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Jannah,"Paradise, which the righteous have been promised",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Orail,"Gold, shiny",,Girl,Latin,4,Muslim,YES,5 Letters and 1 Word,
Jihan,"Variant Of Jehan: The World,",,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Jabeen,River Ganga,,Girl,Persian,6,Muslim,YES,6 Letters and 1 Word,
Olcay,"Champion, conqueror, leader, victor,",,Girl,Turkish,2,Muslim,YES,5 Letters and 1 Word,
Oldooz,A Persian-Azerbaijani Name Meaning Star,,Girl,Persian,8,Muslim,YES,6 Letters and 1 Word,
Ozra,"Virgin, Virgin Mary",,Girl,Urdu,8,Muslim,YES,4 Letters and 1 Word,
Orzala,"Brightness of Fire,",,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Orwiya,"Female mountain goat,",,Girl,Urdu,8,Muslim,YES,6 Letters and 1 Word,
Oamra,"The Moon,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Oadira,"Powerful, Potent,",,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Ommata,"Servant, slave",,Girl,Arabic,5,Muslim,YES,6 Letters and 1 Word,
Orkideh,Orchid,,Girl,Persian,8,Muslim,NO,7 Letters and 1 Word,
Omeed,Hope,,Girl,Persian,1,Muslim,YES,5 Letters and 1 Word,
Jara,"In slavic meaning is : Anc, Slavic for Spring",,Girl,Arabic,6,Muslim,YES,4 Letters and 1 Word,
Jamila,"Beautiful,",,Girl,Arabic,7,Muslim,YES,6 Letters and 1 Word,
Jasmin,"A Flower Name From The Older Form Jessamine,",,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Jazlyn,A Flower In The Olive Family,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Jenna,"Little Bird, Heaven",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Jazba,Revenge,,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Jameela,"Variant Of Jamila: Beautiful, Elegant, Graceful, Lovely, Comely,",,Girl,Arabic,7,Muslim,NO,7 Letters and 1 Word,
Jaira,In hebrew meaning is : Feminine form of Jairus,,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Jahanara,"To flower, to live",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
Ourra-tul-'ain,"Delight Of Eye, Darling,",,Girl,Arabic,5,Muslim,NO,14 Letters and 1 Word,
Oranous,One Of The 9 Solar Plannets,,Girl,Persian,8,Muslim,NO,7 Letters and 1 Word,
Oaisara,"Empress, Wife Of Caesar,",,Girl,Arabic,9,Muslim,NO,7 Letters and 1 Word,
Oudsiyya,"Glorious, Holy,",,Girl,Arabic,5,Muslim,NO,8 Letters and 1 Word,
Orial,Golden,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Oaj,High,,Girl,Arabic,1,Muslim,YES,3 Letters and 1 Word,
Laiba,"Gorgeous, Pretty, A beautiful Hoor Of Heaven",,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,Laiba Khan
Ozgul,Beautiful,,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Oreel,Shining,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Liza,"Devoted To Allah(SWT), Endowment To Allah, CONSECRATED TO GOD",,Girl,Hebrew,3,Muslim,YES,4 Letters and 1 Word,
Lubna,"Elegance, A woman who has milky white colour, Storax Tree",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,Lubna Aslam
Laraib,"Without A Doubt, Not Suspicious, Truth, Faultless, Pure, Intact",,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Lucy,"shine,Light",,Girl,Urdu,7,Muslim,YES,4 Letters and 1 Word,
Lamia,"Daughter Of Poseidon,",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Latifa,"Gentle, Kind, Pleasant, Friendly,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Liyana,"Softness, tenderness",,Girl,Urdu,9,Muslim,YES,6 Letters and 1 Word,
Laila,Night,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Jemima,In hebrew meaning is : A dove,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Johara,Jewel,,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Juwairiyah,little girl,,Girl,Urdu,2,Muslim,NO,10 Letters and 1 Word,
Joyce,In American meaning is : Rejoicing,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Jasia,"God Is Gracious,",,Girl,Arabic,6,Muslim,YES,5 Letters and 1 Word,
Jaisha,Sharpness,,Girl,Urdu,3,Muslim,YES,6 Letters and 1 Word,
Jamia,"Gatherer, collector, author",,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Juman,Pearl,,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Jana,Harvest,,Girl,Arabic,1,Muslim,YES,4 Letters and 1 Word,
Jean,In American meaning is : God is gracious,,Girl,Arabic,9,Muslim,YES,4 Letters and 1 Word,
Jian,Life,,Girl,Urdu,9,Muslim,YES,4 Letters and 1 Word,
Jehan,The World,,Girl,Persian,9,Muslim,YES,5 Letters and 1 Word,
Janan,"Heart, Soul,",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Janna,"Garden, Paradise",,Girl,Arabic,9,Muslim,YES,5 Letters and 1 Word,
Lula,Pearl,,Girl,Arabic,4,Muslim,YES,4 Letters and 1 Word,
Luna,"Moon,",,Girl,Urdu,6,Muslim,YES,4 Letters and 1 Word,
Leena,"Plant of dates, soft, mild, clemency",,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Omar-baki,Glow and happiness,,Girl,Urdu,8,Muslim,NO,9 Letters and 1 Word,
Odho,"Kind, Entertainer, Handsome",,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Oonaa,TRUE,,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Lubaba,"Variant Of Lubabah: The Innermost Essence,",,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Lu'lu,"Pearls, Gems,",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Labiba,"Wise, Intelligent,",,Girl,Arabic,1,Muslim,YES,6 Letters and 1 Word,
Liba,Most Beautiful Hoor in jannah,,Girl,Urdu,6,Muslim,YES,4 Letters and 1 Word,
Lily,A Flower,,Girl,Persian,7,Muslim,YES,4 Letters and 1 Word,
Lee,In American meaning is : Dweller near the wood or clearing,,Girl,Arabic,4,Muslim,YES,3 Letters and 1 Word,
Qurat ul AIn,"Happiness, Laughter, Joy and Delight",,Girl,Urdu,3,Muslim,NO,12 Letters and 3 Word,
Lilian,"In American meaning is : Blend of Lily: lily flower and Ann: gracious, favor",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Qirat,Beautiful Recitation,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Lilith,"Ghost,night Demon,",,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Lili,"In french meaning is : The flower lily is a symbol of innocence; purity and beauty,",,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Lalita,"In greek meaning is : Talkative,",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Qudsia,"Pure, pure angel",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Laaibah,Laaibah is the prettiest women in all the jannats heavens She will be in jannat al firdous,,Girl,Urdu,4,Muslim,NO,7 Letters and 1 Word,
Qaswa,Name of the camel of Holy Prophet,,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Leela,"Night,",,Girl,Arabic,8,Muslim,YES,5 Letters and 1 Word,
Lana,"to be gentle, soft, tender",,Girl,Urdu,1,Muslim,YES,4 Letters and 1 Word,
Quraisha,"Strong,Pertaining to the tribe of quraish in makka",,Girl,Urdu,7,Muslim,NO,8 Letters and 1 Word,
Qamar,Moon,,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Qandil,Chandeliers,,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Layan,Gentle and soft,,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Layla,Night Beauty,,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Lamis,"Soft To The Touch,",,Girl,Arabic,5,Muslim,YES,5 Letters and 1 Word,
Linta,Soft heart,,Girl,Urdu,5,Muslim,YES,5 Letters and 1 Word,
Lyana,Eye of the light,,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Qaria,Read The Quran Koran Recitation,,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Qara,"Cloudlet,",,Girl,Urdu,8,Muslim,YES,4 Letters and 1 Word,
Qanita,Submitters,,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Qasida,Carrying the message,,Girl,Arabic,2,Muslim,YES,6 Letters and 1 Word,
Qahira,"Overpowering, victorious,",,Girl,Urdu,4,Muslim,YES,6 Letters and 1 Word,
Qabila,"Able, wise,",,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Qaila,Convincing,,Girl,Arabic,1,Muslim,YES,5 Letters and 1 Word,
Qaima,Cream Origin Arabic,,Girl,Urdu,2,Muslim,YES,5 Letters and 1 Word,
Qaifa,SIGHT-READER,,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Qudsiyah,"In Sindhi meaning is : Holy,",,Girl,Arabic,8,Muslim,NO,8 Letters and 1 Word,
Qaisra,Queen,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Qurrat,"Eye, cooling",,Girl,Arabic,3,Muslim,YES,6 Letters and 1 Word,
Qarah,Cooling,,Girl,Urdu,9,Muslim,YES,5 Letters and 1 Word,
Qamri,Like a bird dove,,Girl,Urdu,8,Muslim,YES,5 Letters and 1 Word,
Qanaat,"Patience,",,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Qania,Contended,,Girl,Urdu,3,Muslim,YES,5 Letters and 1 Word,
Qismat,"Fate, Destiny, Area",,Girl,Urdu,6,Muslim,YES,6 Letters and 1 Word,
Qadira,The control,,Girl,Arabic,4,Muslim,YES,6 Letters and 1 Word,
Qailah,"One who speaks,",,Girl,Urdu,5,Muslim,YES,6 Letters and 1 Word,
Qabra,Paradise,,Girl,Urdu,1,Muslim,YES,5 Letters and 1 Word,
Quddusiyah,"Sacred, Pious,",,Girl,Urdu,2,Muslim,NO,10 Letters and 1 Word,
Qasima,To Distribute,,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Qabtia,Nation ancient SUGAR CANDY woman,,Girl,Arabic,9,Muslim,YES,6 Letters and 1 Word,
Abeera,"Rose, Sandal Saffron Mixed Together In Fragrance,",,Girl,Arabic,8,Muslim,YES,6 Letters and 1 Word,
Aleeza,"Joyful, Cheerful, Happy, Lighthearted",,Girl,Urdu,1,Muslim,YES,6 Letters and 1 Word,
Aafiya,"Good health, Bin Ayyub had this name, he was a narrator of Hadith",,Girl,Urdu,7,Muslim,YES,6 Letters and 1 Word,
Ariba,"Witty, Smart, Wise, Wisdom, Decisiveness",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Aania,"Towards, direction, concern,",,Girl,Urdu,6,Muslim,YES,5 Letters and 1 Word,
Afiya,Health ( Swahili origin ),,Girl,Arabic,4,Muslim,YES,5 Letters and 1 Word,
Amal,"Work, Hope, Aspiration",,Girl,Arabic,5,Muslim,YES,4 Letters and 1 Word,"Amal Muneeb, Amal Peerzada"
Aisha,"Lively Woman, Life, alive, well-living, happily living",,Girl,Arabic,7,Muslim,YES,5 Letters and 1 Word,
Aleena,"Fair, Beautiful, Soft, Delicate",,Girl,Urdu,2,Muslim,YES,6 Letters and 1 Word,
Amna,"Peace ,Safety, Safe One, Protected One",,Girl,Arabic,6,Muslim,YES,4 Letters and 1 Word,
Aliya,"Defender, High, Tall, Towering, Lofty, Exalted, High-Ranking, Sublime, Superior",,Girl,Arabic,3,Muslim,YES,5 Letters and 1 Word,
Afifa,"Chaste, Virtuous, modest, Pure, Decent",,Girl,Arabic,2,Muslim,YES,5 Letters and 1 Word,
Asiya,"Pensive, Thoughtful, Comforting",Pharaoh's Wife Who Was The Foster Mother Of Prophet Moses,Girl,Hebrew,3,Muslim,YES,5 Letters and 1 Word,
Arshi,Throne living,,Girl,Urdu,4,Muslim,YES,5 Letters and 1 Word,
Alia,"Heaven, Sky",,Girl,Arabic,8,Muslim,YES,4 Letters and 1 Word,
Arsh,Dominion Crown Throne,,Girl,Arabic,3,Muslim,YES,4 Letters and 1 Word,
Alishbah,"Pretty ,Caring Sweet, Innocent",,Girl,Urdu,2,Muslim,NO,8 Letters and 1 Word,
